adid,itemid,level
UF1WI,3CMBC,other
H85BV,VQJ4W,platinum
XH98M,DGNF5,platinum
9AW68,RVMDH,platinum
N6I7M,1L4VF,gold
154EK,5AAEL,silver
T73L1,0CK2E,silver
V9TIQ,E70O2,other
L6KU7,13FMT,other
Z8ZK9,JK24G,gold
9UROD,T1PRR,other
MV5Z7,LQNQ6,other
OIW9E,X4VU4,gold
8M6P2,90EZB,gold
EYQN4,PA9PO,platinum
ZDEXA,KE1XM,platinum
L4N13,3ZE5L,silver
CHI5J,DLLU1,silver
PKGJM,I1PDY,platinum
8S3V5,4GXJY,other
TJAFO,C1VLT,gold
8RNMO,019DI,silver
FG61P,X7HK5,gold
XWGLM,T5EH5,gold
SH0RD,WNEQH,gold
NX47S,YFCNV,gold
Y5TZ5,XRNI5,silver
VZ50G,A3F1N,platinum
MV8JJ,LU1YB,silver
HQNKL,A96JU,gold
FVCOH,B8LUT,gold
A1YNU,B6GBP,other
REF4B,LHXAX,platinum
ETEFH,F5WDS,silver
ZFTUG,M62I4,gold
EOLIN,ZO9MC,silver
16JII,H68RY,silver
8M4PJ,HQ5LV,silver
8IHLM,UJ7IQ,silver
9YS5K,HRIGC,silver
QYUWT,JAIJL,gold
V7I6K,GSEYN,silver
49DXA,KIT03,platinum
PMO85,SRBH7,other
5UT1W,FZ5LR,gold
7VYEP,Q7ODO,platinum
T2APZ,0AW1A,silver
WWGXV,SF2WN,gold
JNP1L,5VRFZ,platinum
3KMUT,MJOCP,gold
AX9S6,HXX19,gold
R94ML,230XF,silver
1HLJG,19IGV,other
WHP6R,V2A0H,gold
8SSGM,TL4CO,gold
JJIW7,PB9YT,gold
G11T5,Y6IF3,platinum
XJ8V8,DHUVC,other
WFULD,6UDBV,other
9V8WX,KDGIQ,other
7FF9L,S6HIY,other
AHO48,AOXCU,gold
H1MFN,AYPZC,other
5PCF2,ZERX2,other
RY17S,MILXI,other
9N6TN,IP22K,silver
C7VXD,QZ772,silver
H59E7,IUHVJ,silver
H9QAA,NFXQK,silver
SRBIY,B6GE8,other
KK4AR,QC9G0,gold
EV3WI,IHA56,other
UY3J7,FRUNR,gold
8UP8P,4N9FJ,other
DMMM9,Q5I8H,other
ZDUW1,U23VS,platinum
PAC4D,6ZMSI,gold
UGTYY,LJJLK,other
IRM91,JCQB2,other
U23UV,N78OR,platinum
L07BN,JJP9N,gold
9HF3Q,QANLL,platinum
CK718,X1ZEM,silver
IU8AS,RFAI5,silver
ALS9D,EZ2HH,silver
9I8UF,NJYXU,gold
72RBU,ENQNI,gold
QTIUM,22YRO,other
9697L,KM54N,platinum
S2U95,DD054,platinum
BT7MN,K3DWY,other
DAXSP,RJBM4,gold
NQ9YD,B9D7I,gold
3XCC3,S8YWF,gold
VZDSJ,CQOL1,gold
D53LK,5512V,other
DSI4J,WWLPO,platinum
SRBH7,00T3H,gold
NVJW1,8JODX,gold
V3W5L,HZGY3,other
XU5MQ,Y1X3D,gold
7ND8K,ET8YE,other
T4GNY,5WT6O,gold
JOKYK,IU2LU,other
YF9IW,TYBYS,other
J0T7M,8NA6F,silver
X8GGY,FY4TR,other
CPTF5,4AONS,other
KLSCQ,JUWYO,gold
CAAMQ,JEQAF,gold
9DN7V,DFFGC,silver
BI98D,3PNLB,platinum
3YVRB,UNMDC,platinum
DUDM2,NDJ3N,gold
OMDLM,QE754,other
UUWR3,NB6Z1,gold
47ZNU,L0AT8,gold
JXVC6,JLEKB,gold
9OCDG,J6GY1,gold
7ZPIY,L9D2X,other
5O8GS,FI9EM,gold
P3VNT,ALSPX,other
XJKZI,0W2YD,other
1ANY6,VYD6H,platinum
XGGP8,MUK28,gold
XG2JU,2A0DQ,platinum
MXJZB,XYC8F,platinum
18R40,XCE4B,silver
ZQJIP,RPV0Z,silver
U0SE2,MBI9X,platinum
F0BDJ,6NJ6D,gold
TJZ15,JSY1N,silver
B91TA,8T422,silver
UFV8C,GI5PQ,gold
NO7E9,SYCH3,gold
QUS59,24EC4,other
ZXP45,A6BVQ,platinum
XGDNK,CW6ZS,platinum
AIWQ5,X45DU,gold
Q42NR,8EHE2,platinum
K5FFR,YNWBZ,silver
12GPV,QIW1E,silver
4ZL95,Z54WW,gold
L05XG,ZMG9X,platinum
TLIZT,M62I4,platinum
JI7EH,UI165,gold
P3BDD,NLVHM,platinum
RFWNR,S9A5U,gold
NX666,TT9NJ,silver
3T952,D1H72,other
NLRDD,03KQS,other
01NJT,0UTWK,platinum
M8N7W,U21FS,platinum
5VN31,U61SN,other
K8LLJ,CTNDL,other
VHOGV,MQ11R,silver
4USN7,KDEGL,platinum
GX6H9,HMH9V,silver
52GTZ,N3DQV,platinum
LFZGX,9QS6T,other
WGGOI,NFWVA,other
HY37C,491OU,gold
0JK61,DJZB0,other
WE18P,DWJ7E,gold
YX614,YZF44,silver
I6YTH,NNO30,silver
RS0AU,1EIHU,silver
QBY2W,F1JFB,platinum
UXGPV,EXQ8Z,platinum
7RWBX,TCYHG,other
TV65J,12DUE,other
N202A,B80VF,platinum
RS6UT,PWAEF,silver
TP26K,EPKPD,other
TX35N,5CHTR,gold
D9YXV,NA7OM,platinum
10B8M,8RB5G,other
6V49Q,D68PR,other
3IGMK,1MWCH,other
T1VJ0,E30YJ,silver
ULSK8,MZ0U0,other
9CAEE,LRPFG,silver
6139C,IA909,silver
3M7OX,QKZRJ,other
FP07X,008DS,silver
ZBYLF,8UQPH,platinum
ASZ3D,I7SVR,other
2LJHZ,WL4TA,gold
43HS9,BK7L2,gold
RMQF3,Y2CCN,other
N9B5G,MF0WA,platinum
KZRJB,5HDTU,platinum
EY4OK,4L155,silver
0LN2I,HJG8R,platinum
7ZLM4,HVM9G,silver
QAWXG,AQRKJ,gold
YGAEB,23SOX,gold
D42ZI,GMO8D,silver
DE4LK,27SZF,other
C1AWJ,53SQI,silver
W14SJ,4MMSZ,silver
8EUZI,FMAQR,platinum
RFD48,DPHK2,platinum
J83SN,OYAM5,platinum
7IYF5,IFXVJ,silver
KA0U4,HLH8X,gold
74ZVC,E9TOC,platinum
D1M6O,16GET,gold
658EZ,O13A9,gold
EVZCA,9XG5D,silver
YPBZO,Y8CE0,gold
WBVRV,98S1B,platinum
0MGO6,Z71ML,platinum
M85K8,LD6L4,gold
73DPM,OR6CA,platinum
UFNUW,OHYJM,gold
N6NZ5,2XC7O,other
6DVMO,VNXYW,silver
2V47F,2P0A1,gold
LHT9O,VOXMZ,other
4Q34E,QDQE7,other
YQPNB,3G0VR,silver
5F8B2,LG7CT,platinum
1NHBD,ECC6D,silver
I2WLJ,RLA3E,silver
M5X4D,MK4DM,platinum
1CZ6G,W8DQK,other
TNEDG,TX291,platinum
HQGMK,7L9D2,platinum
3HPIB,XEDFV,other
V84WS,6DT47,other
ZEV6J,CT20Q,other
MMTN5,7SBE9,platinum
0MPMI,4QCGX,platinum
LGRSB,Z965A,platinum
PY6U3,F71CH,platinum
IVBPA,63K71,other
VPYJI,C0J8K,silver
1HSME,IP4RK,silver
YRGTZ,M7R3X,silver
S89PJ,SWLD6,platinum
4RMQX,FFE9K,silver
BB32H,NONPR,other
2ZLEY,0CZ4Q,gold
BEEXD,V3N5P,other
QZFQV,5OI4Z,gold
80ILV,FEA30,gold
0VPGZ,7UH59,platinum
ZAZRU,UUUQH,silver
5PJKL,M655N,silver
QG1UD,9FYAX,silver
EBCSB,Y75BN,platinum
C0DYT,MB7WD,silver
MDMS7,I0DM8,platinum
UHZJB,TRTB1,platinum
7YVV7,SSD85,platinum
UPBQC,PACJ0,gold
DSC2O,6JJ1P,platinum
W12JN,HQMVD,other
O5AJL,AVFH8,other
3FKG7,FRUNR,other
JI5WO,9P4G0,gold
YIB1W,S0HCH,silver
05KA7,2HRYS,other
Q2XQ6,W72L3,platinum
5E47O,RU7NS,other
RA50N,6ZJ2S,silver
NL1B0,232AW,platinum
IVCNI,BLMXI,silver
UB8GY,IKVLO,gold
QGHKZ,K4488,other
FCZ3Z,HCWCI,silver
M30ZX,DHWEN,platinum
6PQ4S,5JTDK,silver
AIS1Y,KXLWS,gold
MPA1I,2ECO7,platinum
RCMKN,VIBDQ,gold
A9OQE,9BECT,platinum
PRWSF,VQO3R,gold
84JA7,RRRAN,gold
4MOUE,J8OPP,platinum
KXDJB,I3H6T,gold
Y2J8P,UT94P,platinum
939QK,CMPV7,gold
C1EDL,9J5JS,gold
VYN5P,PUQHH,gold
FIG6F,1RJU4,gold
E32P8,6CD5D,silver
QJC0E,LNNVZ,platinum
6W5F4,R1226,silver
UC2HJ,3S9SZ,other
EJT4T,4CAR2,other
D7O36,76TPM,other
P07E3,CJOGQ,gold
CWZ02,6VUTG,other
MPXWV,Q6Y4M,silver
SXK0W,R7U1D,other
8ZDD5,ZZS73,gold
YY29N,EC912,platinum
XDR54,PSCEN,other
4NSGS,WHRKN,silver
886HY,C3WM3,silver
J4J1Z,KFCXV,other
C8YZN,JDHSH,other
HFWYX,2HI3Q,platinum
E0368,WCN9R,other
ZDA8B,W7DR1,platinum
BS5WM,LLBGF,platinum
3BP75,1M696,platinum
8Z513,OFRRN,platinum
2S6S4,N1W9V,gold
EOJ1J,LZT9T,silver
PJTCV,MYVUY,silver
ZNM1U,WSCTI,platinum
Q5PMM,R6JKG,gold
FBFTK,M8DOT,silver
QNIV3,3RAPJ,other
F8Z6C,XD7VL,other
UTJ6M,T3LBZ,silver
AE6KW,FWRER,platinum
ARI4C,I7KWS,other
0AB5M,77B24,silver
DQYR1,5UDT3,other
BUANV,ZK8Q4,other
E8QLK,7PFC0,other
1CI1C,N16MT,silver
0ER9T,WIUJ4,other
EPULQ,UMV0I,silver
IEFST,C6AJ6,platinum
W8UTY,6S3Q1,platinum
SV9IA,W7RZ1,platinum
Z6UKV,50OZG,silver
R4V7E,YH1F4,silver
VYNQO,MRRFY,gold
43RV9,6K6I7,silver
MZ915,4Q34E,gold
CLW8W,CZAMZ,platinum
RXCHE,05H6L,other
XH7T0,MSTYM,other
0YG4M,S2IYC,other
2JTZ2,C27C6,silver
RL8WA,OIIDV,other
749HQ,LMXC6,platinum
BXK9J,F345D,gold
CVMHY,T7DQV,other
DJO0P,LQA5A,gold
CMO98,V0OWX,silver
9K3S6,N53AK,silver
J9SV0,6Y8JS,gold
PRATM,QH3L9,silver
0E0TB,L399R,silver
3X7BU,V5TW5,gold
NHLKK,WVHHB,gold
DLX6V,UUUQH,other
4SV9X,AL3XS,other
MJ63I,PZDRA,silver
MJ7KW,60CFU,platinum
02WWO,0IJYB,silver
3SJOA,E6NMP,silver
4RGS5,62MMK,platinum
ID14V,UOZZ0,gold
0FFIW,KQC58,other
TZL0Q,2M1ZR,other
WNRCT,HH6T6,gold
QHAYZ,29OXN,gold
D6RVB,0YZJU,silver
27JQ2,O0EN8,other
536NK,1R09K,gold
3I68A,EIV0S,silver
H6BKU,S26SM,other
RIIIJ,U9HPM,silver
2SKHV,A18LJ,silver
LZHPA,BTHO1,platinum
MPI10,0EY1B,platinum
ZD6K5,T1R5T,gold
VMQWU,7CT21,silver
4BYHE,12J7N,gold
CJEWG,SD263,gold
UFIJC,KER2J,silver
MX7WD,KEKGV,other
LKLSR,5GL41,gold
0IQ6U,9C3Z6,gold
J8ITZ,PWSE2,gold
OQBID,T4Z7Y,silver
K70IV,4T4ON,platinum
Y8CKM,60CQW,gold
B1HDI,ZTOWV,silver
62G97,88VSC,platinum
V4DM9,TAO8I,gold
F29W0,MOX4X,platinum
YOFV7,BOAKM,platinum
K37MR,XYXW4,other
PM2NR,BD3R5,silver
BAK0R,LFO2S,platinum
3JGMZ,OBBPL,other
LVKQH,NS9ZE,gold
FNBCD,MF8L6,platinum
9Z5VG,3R1PU,other
N3R3S,DYARB,silver
BRK9Q,M7K4P,silver
QN3Q7,FG4OU,platinum
XUI60,JCKHV,other
K776R,7AWSB,other
RHR2Y,LGNWF,gold
M8RBS,TFHGE,other
4EAIM,AUCRX,other
SLU7F,F4G60,silver
6X6GN,9XEE0,gold
2TMX9,0X2JQ,platinum
M60YT,ZG4HN,silver
8RKFF,530GA,other
43S68,OB4OL,other
HPM2P,YJKDK,other
2DHWE,2Z6ML,platinum
MJOTX,44UZZ,other
ZNYX2,C92TX,gold
YADSM,P69K3,other
90GW4,MSTYM,gold
YOTGZ,0DVVQ,silver
V6MJN,8XK4U,gold
SWAN4,9IS6S,other
DAPSL,DBJGY,silver
38P8W,W6FUM,silver
7C1O3,2VY2Y,platinum
DFCQ8,HO3J6,gold
FTXI2,43HWH,other
8LZ31,18RIQ,other
FD3N6,AAW8F,platinum
NPME8,Z8ARP,silver
F2CJW,T1R5H,platinum
C9NE4,W8MC2,silver
GYYOU,67D3L,silver
NH03D,X0T4A,silver
27KDS,KO3BG,silver
WLTF2,JKSCU,other
AM8V2,8RD4G,platinum
HIWZQ,ZOXSK,gold
EJE4T,L2X39,platinum
SABCG,HVSU2,gold
W15OK,R1LFM,gold
JQUSW,5N0EH,other
6HK2T,10JCB,other
8JAVU,LITWL,gold
QKOPC,WBNT4,other
X231H,WV5BJ,platinum
UFPZN,L8S3F,gold
AO0FT,460DP,platinum
DXJLO,23BWA,gold
4T1N4,RTOHI,other
0KOGE,LOWMR,other
EFT7A,FQWNZ,other
MYV3H,KYSGP,platinum
P5UFK,KB91A,gold
12Q6R,LTI3D,other
HAW44,ZZOCN,silver
QI0LL,ZTV8E,gold
OKDAL,5ZOKU,platinum
KVQRA,LAYKD,platinum
KTNQ9,AKTBM,platinum
6W2B2,DDOZQ,platinum
90W7C,1XH12,platinum
PZDE3,OAOYI,platinum
6G8NZ,Q678Z,silver
T2V03,1RRVY,platinum
DDFJF,S8V7S,platinum
W7461,TGAFB,other
5TXTM,ZQ0FJ,gold
XZXFA,BX8NN,gold
BKTBB,0O88R,gold
Q3SWI,4AMGM,silver
3NXIC,BN6M8,platinum
H6EIL,VSA5H,gold
YLBII,DWLKH,other
4EI5D,0UFD8,other
AD7G8,FPABM,platinum
H4VD2,ZXQC1,silver
PT4H8,ZVDC2,platinum
5MWIZ,K3CH7,platinum
6P6LQ,YV5C6,silver
NFABZ,GP0RV,gold
JVV6J,9EGG6,platinum
MI8PC,8SBQH,gold
ZKY31,ZKK2D,gold
IGD31,05RLT,gold
82SC9,P5NTJ,other
C20HC,3P90E,other
7ZTTG,56KET,gold
LQ7WS,GH9JK,other
Z1RFX,UFANH,gold
FAYVA,6IHX7,gold
GZNT2,P9K9S,other
G934X,E3PVP,silver
DUCKQ,IHWMS,silver
8JCXU,ZS4W0,gold
BXVDI,2TCNB,silver
3N60U,N0448,platinum
L5JAB,WW5TB,other
9IQR3,TB7MV,silver
0QQ7V,4ET5N,other
BY4B6,OOIFY,gold
OEUWH,BHCX0,silver
HGBY7,HI3FR,gold
MLZ88,2FDCS,platinum
4BASO,6NH4Q,platinum
7B8CN,R7RDM,silver
D81WW,A2FGZ,gold
QTM9A,TO323,platinum
EWURI,CIMGB,silver
P73ZX,0LK9J,silver
GIBBP,K2SPN,platinum
2X8NK,6HOEF,gold
PGXPX,GIJNW,silver
QL0MP,VGWCE,gold
TE0Y4,V4DM9,silver
YLQHE,NXHWI,gold
JG625,JUQVS,platinum
LZPZ9,4T25M,other
W61PU,90DJ2,other
EOFH5,KN8SR,platinum
R8TUC,BGDVU,silver
2WGRR,NBCS0,other
5MF2M,QSN4S,platinum
WWGTL,Q0N91,silver
8I6LL,PTPYF,platinum
8S890,BXB52,silver
HG464,MWXAT,gold
ZDVCU,IQZI6,platinum
56LGW,6PBFL,silver
Q19O6,SQ20G,silver
4TNNQ,4AVCC,other
ILAI4,KTHM1,platinum
PVA3C,WV980,gold
14ODI,PPWLF,other
35BDJ,Q6MD7,gold
67HYZ,UY3GI,gold
PFNWQ,O6N2S,gold
9UP1Z,VUI3I,platinum
XZJXD,PI9JV,platinum
B28ES,LG7CT,gold
92158,Q49L6,gold
6Z8RK,GQDHJ,gold
6THQP,EXY0Z,gold
BH1GL,Q4UH5,silver
7KD5P,2JBJM,silver
8OOKY,BOJ7L,other
13FLW,5NL2L,silver
2GZP9,4GA7X,gold
BLAHD,Y0NMK,silver
6YIS8,EV565,gold
QZ31G,PDTL7,silver
AIVOV,5RDZM,platinum
7E5DR,FGIRP,platinum
CJMSE,EYQET,platinum
L5QS8,7W8QP,gold
JK9N6,0AIAC,platinum
R2I72,7S9YH,other
CRXSI,RRJ7X,silver
JGTTR,EDXKI,silver
F0FDK,FHAW9,gold
DKXYK,8YJJT,silver
0A52R,HDAEM,other
WQLU2,P69NU,other
PWZFF,F6TJ2,gold
4OU56,F90SW,silver
EEP3Q,WDR29,other
1AP7N,S0MN0,platinum
8A2QX,76NUJ,platinum
S8I3V,H78YV,other
FDPO6,2NI49,gold
NRNOO,9IWTH,platinum
XDW6H,R264S,silver
TSQE0,HIWZQ,silver
WY3XT,W651R,gold
5KTHF,IS5EN,platinum
USV23,GXP8E,platinum
21KXK,4HN2S,gold
28UZO,R1B03,platinum
8962,S9DYD,gold
P5JKO,1T8ZY,gold
T89BT,DOJN1,other
B7ZQY,ZUXSC,other
Q2WJV,F6VO3,silver
WH2D1,FF9UY,platinum
P2AW0,TEXWX,silver
T6GJW,ZHMK7,platinum
JMGLM,WFA4B,gold
DV92G,Y10C8,platinum
008DR,PLPMB,other
G4ZKY,06TT6,gold
8BID6,9TOMI,gold
487KA,4KY37,other
XAEKD,NCFKQ,silver
UY409,P8S26,silver
TKR2V,OIUOU,platinum
YE1DD,AHHDP,gold
8IPBG,ZZ1Y8,gold
0FGLF,XV23O,other
4TEZZ,Q6IU9,other
NJYMM,4WRIQ,silver
1TWMZ,ALP68,silver
G19IG,7KDR3,silver
23INM,FP6V4,other
LH59T,EG4WN,platinum
AU7V1,3G670,platinum
CFCTJ,RDV1M,other
Z9TF1,2C2U8,gold
DRUO7,49ZT0,other
BDFQO,9PI3R,other
YA1PN,OVGF2,other
03BNR,TL4CO,silver
9CG8C,MGQ6F,other
73J0R,N29RZ,platinum
H0777,HKATI,platinum
VN1ZY,UU5CS,platinum
5A26T,RGKTA,platinum
3NICD,HB7MT,other
I2BAN,ZCZOB,other
TAO8I,RU3MI,other
JW2MV,QLZVW,silver
8H6GC,26RNW,other
GMPL9,HDX5Q,silver
10EPI,P8S26,silver
OZ1UJ,EYIXO,gold
7CSOR,P9ALB,other
R7QZB,TNMZU,other
TCX72,V1368,platinum
GGCCV,K3KR7,silver
HC6V9,WAIA2,platinum
Z60KK,TAO9K,gold
8YHFE,ZL95H,gold
D6B47,5N6BX,platinum
A3N1Q,WGXV7,other
XKYL4,RJQ08,platinum
I421B,FFSBE,silver
NH9DN,ES5IS,platinum
IANLO,PX3X4,gold
CDHZN,A5YA2,platinum
6MEU2,4R25E,other
HI9HT,AYB53,silver
APAZY,VXJFN,platinum
LO0EN,ZBRKF,gold
RTK2Y,B8LUT,other
VMVRE,V0KPG,gold
OBSNR,ZHU37,silver
YNF34,TL2N5,gold
5Z2TW,O2H7Z,other
HN5SK,097YD,silver
SLV54,XU3XN,platinum
YKYQ4,95YRZ,other
U46L3,KVC9N,platinum
UAR2Q,D9NBT,silver
